id,tag,name,parent_id,stem,extension,path,size,owner,group,created,accessed,modified
9770895,File,HEAD,9768634,HEAD,,/Users/starver/code/public/cpython/.git/HEAD,23,501,20,1545241636,1545241646,1545241636
9768637,File,description,9768634,description,,/Users/starver/code/public/cpython/.git/description,73,501,20,1545241485,1545241485,1545241485
9776025,File,index,9768634,index,,/Users/starver/code/public/cpython/.git/index,488920,501,20,1545241664,1545241700,1545241664
9770886,File,packed-refs,9768634,packed-refs,,/Users/starver/code/public/cpython/.git/packed-refs,25007,501,20,1545241636,1545241644,1545241636
9775980,File,FETCH_HEAD,9768634,FETCH_HEAD,,/Users/starver/code/public/cpython/.git/FETCH_HEAD,2217,501,20,1545241641,1545241638,1545241641
9770879,File,pack-78d4af5ccebd732eefb04998b6b6912baedbdef8.idx,9768665,pack-78d4af5ccebd732eefb04998b6b6912baedbdef8,idx,/Users/starver/code/public/cpython/.git/objects/pack/pack-78d4af5ccebd732eefb04998b6b6912baedbdef8.idx,20458908,501,20,1545241636,1545241700,1545241636
9769910,File,pack-78d4af5ccebd732eefb04998b6b6912baedbdef8.pack,9768665,pack-78d4af5ccebd732eefb04998b6b6912baedbdef8,pack,/Users/starver/code/public/cpython/.git/objects/pack/pack-78d4af5ccebd732eefb04998b6b6912baedbdef8.pack,269003613,501,20,1545241636,1545241700,1545241635
9768636,File,exclude,9768635,exclude,,/Users/starver/code/public/cpython/.git/info/exclude,240,501,20,1545241485,1545241485,1545241485
9770898,File,HEAD,9770890,HEAD,,/Users/starver/code/public/cpython/.git/logs/HEAD,204,501,20,1545241636,1545241636,1545241636
9770900,File,master,9770899,master,,/Users/starver/code/public/cpython/.git/logs/refs/heads/master,204,501,20,1545241636,1545241636,1545241636
9770894,File,HEAD,9770893,HEAD,,/Users/starver/code/public/cpython/.git/logs/refs/remotes/origin/HEAD,204,501,20,1545241636,1545241636,1545241636
9768639,File,commit-msg.sample,9768638,commit-msg,sample,/Users/starver/code/public/cpython/.git/hooks/commit-msg.sample,896,501,20,1545241485,1545241485,1545241485
9768640,File,pre-rebase.sample,9768638,pre-rebase,sample,/Users/starver/code/public/cpython/.git/hooks/pre-rebase.sample,4898,501,20,1545241485,1545241485,1545241485
9768641,File,pre-commit.sample,9768638,pre-commit,sample,/Users/starver/code/public/cpython/.git/hooks/pre-commit.sample,1638,501,20,1545241485,1545241485,1545241485
9768642,File,applypatch-msg.sample,9768638,applypatch-msg,sample,/Users/starver/code/public/cpython/.git/hooks/applypatch-msg.sample,478,501,20,1545241485,1545241485,1545241485
9768643,File,fsmonitor-watchman.sample,9768638,fsmonitor-watchman,sample,/Users/starver/code/public/cpython/.git/hooks/fsmonitor-watchman.sample,3327,501,20,1545241485,1545241485,1545241485
9768644,File,pre-receive.sample,9768638,pre-receive,sample,/Users/starver/code/public/cpython/.git/hooks/pre-receive.sample,544,501,20,1545241485,1545241485,1545241485
9768645,File,prepare-commit-msg.sample,9768638,prepare-commit-msg,sample,/Users/starver/code/public/cpython/.git/hooks/prepare-commit-msg.sample,1492,501,20,1545241485,1545241485,1545241485
9768646,File,post-update.sample,9768638,post-update,sample,/Users/starver/code/public/cpython/.git/hooks/post-update.sample,189,501,20,1545241485,1545241485,1545241485
9768647,File,pre-applypatch.sample,9768638,pre-applypatch,sample,/Users/starver/code/public/cpython/.git/hooks/pre-applypatch.sample,424,501,20,1545241485,1545241485,1545241485
9768648,File,pre-push.sample,9768638,pre-push,sample,/Users/starver/code/public/cpython/.git/hooks/pre-push.sample,1348,501,20,1545241485,1545241485,1545241485
9768649,File,update.sample,9768638,update,sample,/Users/starver/code/public/cpython/.git/hooks/update.sample,3610,501,20,1545241485,1545241485,1545241485
9770897,File,master,9768652,master,,/Users/starver/code/public/cpython/.git/refs/heads/master,41,501,20,1545241636,1545241646,1545241636
9770889,File,HEAD,9770888,HEAD,,/Users/starver/code/public/cpython/.git/refs/remotes/origin/HEAD,32,501,20,1545241636,1545241646,1545241636
